-Baa	time of. Occurs in yaay-baa (sun-baa) meaning ‘summer’ and dhandarr-aa (frost-aa) meaning ‘winter’.	place of. Occurs in walaay-baa (campplace of) meaning ‘a person’s country or home place’. ♦ Gayaay-baa-ga ngiyani yanaa-waa-nha.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaadhii	sister. This is a rare word, the common word is baawaa.	grandmother (mother’s mother). This is a rare word, the common word is baagii. The two definitions of gaadhii are probably due to the fact that a particular woman's grandmother (on their mother’s side) and also that woman’s sister are both classified as belonging to the same social section. So this word may actually mean, for a woman, ’another woman in my social section’. Due to the respect given to older people, it is unlikely that someone would refer to an older person using this term.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaala	tin mug, mug. Currently used as ‘mug’, see also banigan (cup). Ted Fields said it was a homemade tin ’pint’ made out of a tin can and wire.	can (tin can).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaala	tin mug, mug. Currently used as ‘mug’, see also banigan (cup). Ted Fields said it was a homemade tin ’pint’ made out of a tin can and wire.	can (tin can).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaala	tin mug, mug. Currently used as ‘mug’, see also banigan (cup). Ted Fields said it was a homemade tin ’pint’ made out of a tin can and wire.	can (tin can).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaalingu	their (two people).	to them (two people). This is only used when something is ‘given to’ or ‘done for’ them (two people). Gaalingunda is used for ‘movement to’ them (two people).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaalingu	their (two people).	to them (two people). This is only used when something is ‘given to’ or ‘done for’ them (two people). Gaalingunda is used for ‘movement to’ them (two people).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaalingu	their (two people).	to them (two people). This is only used when something is ‘given to’ or ‘done for’ them (two people). Gaalingunda is used for ‘movement to’ them (two people).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaanga-y	give birth	lay egg	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaanga-y	give birth	lay egg	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaanga-y	give birth	be born	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaanga-y	give birth	be born	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaarri-y	get down	spill, drip, leak	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaarri-y	get down	spill, drip, leak	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaarri-y	get down	go down, set (moon/sun) 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaarrima-li	spill. ♦ Giirr ngaama nguu gungan gaarrima-y.	pour. From gaarri- (spill, drip, leak) and -ma-li (suffix that makes a transitive verb).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaarrima-li	spill. ♦ Giirr ngaama nguu gungan gaarrima-y.	pour. From gaarri- (spill, drip, leak) and -ma-li (suffix that makes a transitive verb).	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
gaarrima-li	spill. ♦ Giirr ngaama nguu gungan gaarrima-y.	pour. From gaarri- (spill, drip, leak) and -ma-li (suffix that makes a transitive verb).	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
gaarrimay 	camp.	nest.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaarrimay 	camp.	nest.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaarrimay 	camp.	nest.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaawaa	river	deep water	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaawal	creek	lagoon	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaawal	creek	lagoon	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaawal	creek	lagoon	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaawal	creek	Cowal 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaay1	word. Occurs with the verb guwaa-li (talk, speak). ♦ Gaay guwaa-la nganunda. 	message. ♦ Yaama nguuma dhirridhirri-cju nginu, maayu, gaba gaay guwaa-lda-nha?	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
gaay1	word. Occurs with the verb guwaa-li (talk, speak). ♦ Gaay guwaa-la nganunda. 	language. ♦ Ngaya gi-yaa-nha gaay guwaa-li dhayn-gu gaay-a. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaay1	word. Occurs with the verb guwaa-li (talk, speak). ♦ Gaay guwaa-la nganunda. 	story. ♦ Giirr nhama birralii-gal-u, winanga-lda-nhi nhama ngaandu-waa gaba gaay guwaa-lda-ndaay.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
gaay	small, little.	child.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaay	small, little.	child.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaay	small, little.	child.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaaynmara 	child.	small, little.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaaynmara 	child.	small, little.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaaynmara 	child.	small, little.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaba1	good, well. ♦ Giirruu ngaya gaba ngarra-Ida-nha. 	all right, correctly. ♦ Giirr gaay ngali gaba guwaa-laa-nha. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaba1	good, well. ♦ Giirruu ngaya gaba ngarra-Ida-nha. 	well (healthy).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaba1	good, well. ♦ Giirruu ngaya gaba ngarra-Ida-nha. 	well (healthy).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaba1	good, well. ♦ Giirruu ngaya gaba ngarra-Ida-nha. 	well (healthy).	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
gabundi	hat	lid, top 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gaburran	top	high place	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gadhuu	male echidna.	echidna ant sack. A bag-like part of the intestines of various animals, including echidna, goanna and turkey. It is like a bird’s crop. It is not poisonous in higibila. When an echidna is prepared for eating, the ant sack is removed, so that the meat does not taste of ants (formic acid). In the goanna it is a ‘poison bag’. Ted Fields said that when you kill a goanna you should immediately pull the tongue and the bag out.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gadhuu	male echidna.	echidna ant sack. A bag-like part of the intestines of various animals, including echidna, goanna and turkey. It is like a bird’s crop. It is not poisonous in higibila. When an echidna is prepared for eating, the ant sack is removed, so that the meat does not taste of ants (formic acid). In the goanna it is a ‘poison bag’. Ted Fields said that when you kill a goanna you should immediately pull the tongue and the bag out.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gadhuu	male echidna.	echidna ant sack. A bag-like part of the intestines of various animals, including echidna, goanna and turkey. It is like a bird’s crop. It is not poisonous in higibila. When an echidna is prepared for eating, the ant sack is removed, so that the meat does not taste of ants (formic acid). In the goanna it is a ‘poison bag’. Ted Fields said that when you kill a goanna you should immediately pull the tongue and the bag out.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gadhuu	male echidna.	ant nest.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gadhuu	male echidna.	ant nest.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gadhuu	male echidna.	ant nest.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gadibundhu	quinine tree (Alstonia constricta)	quinine bark	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gagarr	moss.	rubbish, leaf litter.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gagarr	moss.	rubbish, leaf litter.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gagarr	moss.	rubbish, leaf litter.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gagii	bad. no good	Coghill 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
-gal	many (little things)	group, mob 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gall 	water.	rain.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gall 	water.	rain.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gall 	water.	rain.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gall 	water.	tear.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gall 	water.	tear.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gall 	water.	tear.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
galiya-y	climb	rise (sun/moon)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
galiya-y	climb	rise (sun/moon)	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gama-li	break	block (deflect)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gambaay	sister-in-law	sweetheart	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamil 	no, not.	didn’t, don’t, won’t. ♦ Gamil ngaya	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamil 	no, not.	didn’t, don’t, won’t. ♦ Gamil ngaya	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamil 	no, not.	didn’t, don’t, won’t. ♦ Gamil ngaya	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamilu 	hold on, not yet.	before.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamilu 	hold on, not yet.	before.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamilu 	hold on, not yet.	before.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
Gamilaraay	Gamilaraay tribe.	Gamilaraay language. ♦ Gamilaraay nginda guwaa-lda-nha. 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamugamuu	maggot.	blowfly.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamugamuu	maggot.	blowfly.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gamugamuu	maggot.	blowfly.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganaay1	opening.	open.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganaay1	opening.	open.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganaay1	opening.	open.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gandjarra	best.	champion. See also: wii.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gandjarra	best.	champion. See also: wii.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gandjarra	best.	champion. See also: wii.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganduwi	one male emu. A male emu, when by itself.	bachelor.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganduwi	one male emu. A male emu, when by itself.	bachelor.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganduwi	one male emu. A male emu, when by itself.	bachelor.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganma-li 	catch. ♦ Mari yana-waa-nha bagaay-gu guya ganma-li-gu. 	hold. ♦ Ganma-la nhama buruma!	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganungawu	all.	whole.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganungawu	all.	whole.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganungawu	all.	whole.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganungawu	all.	everything.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganungawu	all.	everything.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganungawu	all.	everything.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganungu	their (more than two people).	to them (more than two people). This is only used when something is ‘given to’ or ‘done for’ them (more than two).	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ganungu	their (more than two people).	to them (more than two people). This is only used when something is ‘given to’ or ‘done for’ them (more than two).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ganungu	their (more than two people).	to them (more than two people). This is only used when something is ‘given to’ or ‘done for’ them (more than two).	Yuwaalayaay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
garaay 	sand.	louse nit.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garaay 	sand.	louse nit.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garaay 	sand.	louse nit.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garra	crack, gap	Gurah 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garragarraa 	cut, mown, clipped.	shaved.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garragarraa 	cut, mown, clipped.	shaved.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garragarraa 	cut, mown, clipped.	shaved.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garra-y	be cut. ♦ Baburr nguu buma-y maayama-ga, bundaa-nhi-nya, dhinbirr nguungu garra-nhi maayama-ga. 	choke. ♦ Garriya yalagiirrma garra-waa-ya!	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
garran.garraan 	tight, stuck tight.	constipated.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garran.garraan 	tight, stuck tight.	constipated.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garran.garraan 	tight, stuck tight.	constipated.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garrarana	bullroarer.	dragonfly.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garrarana	bullroarer.	dragonfly.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garrarana	bullroarer.	dragonfly.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garrimaay	mother-in-law (wife’s mother)	son-in-law (woman’s daughter’s husband)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garrimaay	mother-in-law (wife’s mother)	son-in-law (woman’s daughter’s husband)	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garrimaay	mother-in-law (wife’s mother)	son-in-law (woman’s daughter’s husband)	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
garrimaay	mother-in-law (wife’s mother)	grandmother (father’s mother) 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
halo around moon or sun. One source, garruu	uncle (mother’s brother).	father-in-law.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
halo around moon or sun. One source, garruu	uncle (mother’s brother).	father-in-law.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
halo around moon or sun. One source, garruu	uncle (mother’s brother).	father-in-law.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gawu	egg	brain	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gawu	egg	brain	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gawu	egg	insect	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gawu	egg	insect	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
gawu	egg	insect	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
