entry	main	second	language	dictionary	homonym	label
Illa	y Mit. Uno de los nombres del dios Wiraqocha en el inkario.	Apellido autóctono.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia
illa	Cierta claridad leve que penetra por la rendija o agujero, a un ambiente. 	Monedas, medallas, dijes, etc. de metales preciosos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia
illa	Cierta claridad leve que penetra por la rendija o agujero, a un ambiente. 	Minerales afectados por la caída del rayo, a los que se atribuyen virtudes sagradas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia
illa	Cierta claridad leve que penetra por la rendija o agujero, a un ambiente. 	Espécimen o cosa incomparable o inimitable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia
illa	Cierta claridad leve que penetra por la rendija o agujero, a un ambiente. 	Piedra bezoar que se encuentra en las entrañas de las vicuñas (según Ludovico Bertonio).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia
illa	Cierta claridad leve que penetra por la rendija o agujero, a un ambiente. 	Objeto ceremonial en forma de camélido, confeccionado en cerámica.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia
illa	Cierta claridad leve que penetra por la rendija o agujero, a un ambiente. 	V. QARWA.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia
illachi	y s. Iluminador.	Objeto que hace pasar la luz.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
illachiq	y s. Que ilumina.	Que clarea con la luz.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
illachiy	Motivar la penetración de la luz o claridad en lugar obscuro.	Hacer clarear.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
illapay	Luz o fulgor de chispa eléctrica en la atmósfera.	Relampaguear. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Meteorología |  verbo
illariy	La aurora.	Amanecer, rayar el alba, alborear, despuntar el día. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Meteorología |  verbo
illaway	Disposición de hilos en la urdimbre de los tejidos.	Disponer los hilos en la urdimbre de los tejidos. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  tejido |  verbo
Ima	Sumaq. s. Lit. Qhes. (¡Qué hermoso?) Hija del General O-llanta de Antisuyo, en sus amores con Kusi Qoyllur, hija predilecta del Inka Pachakuteq. Personaje del drama Ollantay, monumento literario del runasimi.	Seudónimo de la famosa soprano peruana de coloratura Emperatriz Chávarri.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Música
imanaq	El por qué para cumplir una obligación.	y s. Que obra según su criterio o arbitrio.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio | adjetivo
imanay	Obrar como sea.	Hacer algo según su criterio.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
imaymanakuy	Tomarse o volverse una persona de diferentes formas y aspectos.	Obrar dife rentes acciones o actividades en provecho propio.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
imilla,	(Del aymara). Mujer joven. 	Variedad de papas, parecida a la papa qonpis	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | Folklore
imilla,	(Del aymara). Mujer joven. 	Dama de la danza Qhapaq Oolla, en la provincia de Paucartambo, Qosqo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | Folklore
inka	Se utiliza despectivamente para indicar al concubino o amante ilícito de la mujer casada. 	Referente a la época in-kaica. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
inkachu	Dícese despectivamente a un virrey o reyezuelo de poca importancia y cuya autoridad es deficiente	Indígena o regidor torpe, inculto y arbitrario. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | familiar
inkill	Jardín, vergel, lugar florido.	Conjunto de flores hermosas. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
inkillmanay	Estar florido y hermoso el huerto, el jardín o el prado.	jigdo. Estar una persona hermosísima. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
waqtanan	lugar o sitio a donde el Sol da directamente.	Dios tutelar de los forjadores da Imperio del Tawantinsuyu, quienes le rendían culto en reconocimiento de sus máximos beneficios a la vida; por lo tanto, fueron heliólatras. Los Inkas se atribuyeron la categoría de ser hijos del Sol.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Historia | Economía
waqtanan	lugar o sitio a donde el Sol da directamente.	Unidad monetaria del Perú Republicano.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Historia | Economía
Inti	p'akchiy. s. El atardecer. La tarde.	Puesta del Sol en el poniente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
iñiq	y s. Que cree.	Creyente, que acepta una verdad no comprobada; que asiente el testimonio de otro.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ipa	Tía paterna. Hermana del padre.	(Lyccperdon sp.) Planta oriunda de tallo hueco y con muchos nudos que crece en climas tropicales, muy utilizado en las construcciones de casas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Botánica | adjetivo
ipa	Tía paterna. Hermana del padre.	V. PAKA.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Botánica | adjetivo
iruruy	Hacer círculos.	Formar círculos las personas agarradas de las manos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Geometría
iskay	siki. adj. y s. (De dos traseros). figdo. Persona que habita en dos sitios o casas, informalmente, mudándose con frecuencia.	Persona que está a favor de una y de otra parte.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
iskay	sonqo. adj. (De dos corazones ), figdo. Voluble, inconsecuente.	Indeciso, dudoso, vacilante.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
iskay	uya. adj. (De dos caras), figdo. Hipócrita, revecero, si-NÓN: iskayllu, llanllaku.	Tejido o vestido de dos caras diferentes, reversibles.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 tejido
iskayapuy	Dudar, flaquear.	Defeccionar, incumplir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
iskaychakuy	Emparejarse. 	Asociarse con otro.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
iskaychaq	y s. Que divide la unidad en dos partes iguales.	Que hace dudar. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
iskuchachiy	Hacer revocar los muros con cal preparada.	Hacer preparar la argamasa, a base de cal.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
Iskuchaka	Iscuchaca. Provincia de Huancavelica.Perú.	Barrio anexo del distrito de Anta, provincia del mismo nombre, Qosqo, Perú.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geografía
iskuchaq	y s. Persona que u-tiliza la cal en las construcciones.	Persona que prepara la argamasa con cal.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
iskuy	Elaborar la cal.	Revestir o resanar con cal.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ismu	Podredumbre, descomposición de cuerpos orgánicos.	Podrido. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ismuchina	Lugar o utensilio apto para hacer podrir alguna materia orgánica.	Materia	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
isu	Enfermedad cutánea producida por determinados á-caros.	Enfermedad venérea.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  Patología
ka	Acto de dar o entregar algo a otra persona. 	Toma, he aquí lo tienes.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  imperativo | Ecuador
ka	Acto de dar o entregar algo a otra persona. 	corq. Pero.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  imperativo | Ecuador
ka	Acto de dar o entregar algo a otra persona. 	el, la, lo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  imperativo | Ecuador
kachakuq	y s. Que envía.	figdo. Persona que sufraga el costo de una invitación en bebidas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
kachapuri	Enviado, ordenanza, mandadero.	Rufián, alcahuete, tercero.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
kachariy	Soltar.	Dejar caer.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
kachariy	Soltar.	Aflojar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
kachariy	Soltar.	Desatar. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
kacharpari	Despedida.	Soltar algo repentinamente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Folklore
kacharpari	Despedida.	Fiesta nocturna para despedir los males de la comunidad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Folklore
kacharpari	Despedida.	Ultimo movimiento coreográfico de despedida, generalizada en las danzas de las provincias del Qosqo, Perú. Ec: kacharpa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Folklore
kachay	Enviar. Comisionar. 	Surco labrado transversalmente en la falda de un cerro.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Ecuador
kachi	kachi. s. Zool. (Myrmeleon sp.) Libélula. Insecto neu-róptero. Pe.Aya: tisi tisi. Bol: q'aratisi.	Voz que se repite para llamar al ganado vacuno a fin de que se acerquen a lamer la sal.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 interjección
kachina	Sulfato de hierro.	Greda blanca empleada por los pintores.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Química | Mineralogía | Perú Ayacucho | Bolivia | Ecuador
kachina	Sulfato de hierro.	tierra blanca para aclarar los colores.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Química | Mineralogía | Perú Ayacucho | Bolivia | Ecuador
kachina	Sulfato de hierro.	Tierra blanca para pintar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Química | Mineralogía | Perú Ayacucho | Bolivia | Ecuador
kachina	Sulfato de hierro.	Crear, inventar. / Hechizar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Química | Mineralogía | Perú Ayacucho | Bolivia | Ecuador
kachiq	y s. Animal que gusta de la sal.	Lo relativo a la sal.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | Ecuador
kachiq	y s. Animal que gusta de la sal.	kachik (hechicero).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | Ecuador
kachun	Pepino. Planta cucurbitácea cuyo fruto es refrescante. Pe.Aya: achoq. Bol: achoqcha.	Nuera. / Cuñada.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Botánica | Ecuador
kaka	Tío. Hermano de la madre.	Frasco de arcilla de boca estrecha. 11 Ec: Luminoso, brillante. / Cuye. / Roca, peña.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Bolivia
kalla	Cotorra. / Enana.	Angosto, estrecho. / Desnudo, pelado. / Rueca.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Bolivia | Ecuador
kallapi	Camilla. Dispositivo para llevar heridos y enfermos. Pe.Aya: wantuna, kallapu.	kallapu (madero para apuntalar).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Bolivia | Ecuador
kallapi	Camilla. Dispositivo para llevar heridos y enfermos. Pe.Aya: wantuna, kallapu.	Amarillo. / Parihuela. / Argana.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Bolivia | Ecuador
kallapi	Camilla. Dispositivo para llevar heridos y enfermos. Pe.Aya: wantuna, kallapu.	V. AYAWANTUNA.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Bolivia | Ecuador
Kallawaya	Pueblo pre-inkásico que habitó en el departamento de La Paz, Bolivia, siendo conquistado posteriormente por los inkas.	I-dioma hablado por los Kallawa-yas, con una gramática desarrollada y completa, dotado de una gran riqueza lexicológica.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geografía | Lingüística
kalicha	Siega o corte del maíz. 	Forraje del tallo y hojas secas del maíz.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | Geografía | Perú Ayacucho | Perú Ancash
kalicha	Siega o corte del maíz. 	Distrito del departamento de Potosí, Bolivia.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | Geografía | Perú Ayacucho | Perú Ancash
kalicha	Siega o corte del maíz. 	Recoger mieses.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | Geografía | Perú Ayacucho | Perú Ancash
kalicha	Siega o corte del maíz. 	Siega, tiempo. Pe.Jun: lutuy.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | Geografía | Perú Ayacucho | Perú Ancash
kallki	Piedra pizarra. 	A-doquín.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
kallpa	Fuerza, vigor.	Esfuerzo. Pe.Aya: kalpa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
kallpa	Fuerza, vigor.	Jornal. / Cosa grande.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
kallpachakuy	Darse vigor, á-nimo.	Resolución para realizar algún deseo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
kama	Sufijo. Morfema que significa durante, mientras tanto, entre tanto, hasta que, según, corforme. 	Fuerza. / Culpa, delito. / Verdad. / Potestad. / Vendedor. / Soso, insípido.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Gramática | Ecuador
kamachi	Orden, mandato. 	Servicio.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador | Bolivia
kamachi	Orden, mandato. 	Servicial, sirviente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador | Bolivia
kamaki	Criado. El que se dedica a criar una criatura o bebé.	Obsequio, regalo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho
kamalla	Sufijo. Morfema que significa limitación de la acción en el tiempo y en el espacio. 	Que encaja en algo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Gramática | Perú Junín
kamana	Mandato, orden. 	Inventable. Creable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
kamani	Portero, guardián de un templo.	Mayordomo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
kamaq	Creador, inventor. 	Aya: Lo justo, verdadero, conveniente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho | Bolivia
kamaq	Creador, inventor. 	Mandato.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho | Bolivia
kamay	Crear, inventar, modelar, formar, plasmar. 	Pe. Ay a: Ley, mandato, obligación. / Talento, habilidad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Perú Junín | Bolivia | Ecuador
kamay	Crear, inventar, modelar, formar, plasmar. 	Caber, alcanzar uno sobre algo. / Rellenar un saco o recipiente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Perú Junín | Bolivia | Ecuador
kamay	Crear, inventar, modelar, formar, plasmar. 	Mandar, ordenar, gobernar. / Dar parte, informar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Perú Junín | Bolivia | Ecuador
kamay	Crear, inventar, modelar, formar, plasmar. 	Ley, mandato, obligación.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Perú Junín | Bolivia | Ecuador
kamaykuy	Amenazar.	Ofrecer golpiza a puñadas y puntapiés o con uso de algún objeto.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
kamaylla	Obligadamente. Dispuestamente.	Amenazantemente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio
kamaylla	Obligadamente. Dispuestamente.	Merecidamente. E-JEM: kamayllan hamuni yacha-chinaypaq, vengo dispuesto para enseñar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio
kana	Forma impersonal del verbo kay. Supino, pasivo. 	Fogata.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Ecuador
kana	Forma impersonal del verbo kay. Supino, pasivo. 	Embustero, farsante.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Ecuador
kancha,	Patio. Corralón. Solar. Canchón rodeado de muro. NEOL: Campo deportivo.	V. HANK'A.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho | Perú Junín | Ecuador
kancha,	Patio. Corralón. Solar. Canchón rodeado de muro. NEOL: Campo deportivo.	Corral para ganado, pesebre.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho | Perú Junín | Ecuador
kancha,	Patio. Corralón. Solar. Canchón rodeado de muro. NEOL: Campo deportivo.	kantra (corral para ovinos).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho | Perú Junín | Ecuador
kancha,	Patio. Corralón. Solar. Canchón rodeado de muro. NEOL: Campo deportivo.	Gobierno / Primo con relación a la madre.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho | Perú Junín | Ecuador
kanchachay	Hacer corrales o cerrar los portones con chara-muska.	Cercar las chacras con espinas de UawUi para evitar que el ganado entre y destruya los cultivos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
kanchachay	Hacer corrales o cerrar los portones con chara-muska.	Cerrar el ganado en los corrales. (o.B. y M.B.)	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
kani	Mordedura.	Ladrido. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
kani	Mordedura.	alero de techo de casa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
kanikuq	y s. Que muerde.	Que ladra.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
kanikuq	y s. Que muerde.	figdo. Criticón. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
